OBJECTID,PLAN_NUM,PLAN_TITLE,REVIEW_DATE,SUBMIT_DATE,MCP_SIGN_DATE,CCPC_SIGN_DATE,PLAN_ACRES,LOTS_UNITS,BLDG_SQ_FT,PRIMARY_USE,PRIMARY_CODE,PRIMARY_UNITS,PRIMARY_NOTES,SCNDARY_USE,SCNDARY_CODE,SCNDARY_UNITS,TERTIARY_USE,TERTIARY_CODE,TERTIARY_UNITS,EG_ID,LAND_DEV_ID,LAND_DEV_YEAR,DESCRIPTION,PROJECT_NUM,PROJECT_NAME,SHAPEAREA,SHAPELEN
512,LD-07-23-17752,Thoroughbred Drive (Kimberton Valley Homes Phase III),2023/08/21 00:00:00+00,2023/07/27 11:40:29+00,2023/09/05 00:00:00+00,2024/07/03 00:00:00+00,10.51,3,0,Residential,Single Family Residential,3,,,,0,,,0,4d50e3da-3d7d-4386-85a7-54b8c6cf76ad,PR-005861-2023,2023,3 proposed SFR on 3 existing parcels. Construct single family dwellings on 3 lots from approved subdivision.,PR-005861-2023,Thoroughbred Drive,105014.769473557,1441.68651126586
513,LD-07-23-17753,Eagleview Town Center II - Phase 3,2023/08/11 00:00:00+00,2023/07/14 12:14:03+00,,,3.29,1,40500,Commercial,Office Building,1,,,,0,,,0,6a6edb1e-9ad2-4676-9bdd-b1ceea55d5e7,PROJ-2103,2023,"1 proposed bldg, 40,500 SF and parking. Eagleview Town Center II - Phase 3",PROJ-2103,Eagleview Town Center,146605.902728322,1611.92764335274
514,LD-07-23-17754,Bridge & Main LLC,2023/08/11 00:00:00+00,2023/07/18 13:43:48+00,2024/05/14 00:00:00+00,2024/06/11 00:00:00+00,0.12,7,0,Residential,Apartment,7,, ,,0,,,0,f884db04-5d73-4ad7-b64a-031d887e3495,PR-005779-2023,2023,"7 proposed apartments. The plan and project propose to renovate and build additions to existing structures. The existing building shall remain unchanged from the exterior. Visible from Bridge Street and Main Streets, a new fourth floor is proposed to be constructed. Partially visible from Main Street and visible from Price Street, a new partial second and third floor addition is proposed. The project proposes to add seven (7) new residential spaces to the existing five (5).",PR-005779-2023,Bridge & Main LLC,5393.90572001768,295.007818920709
515,LD-07-23-17760,Kendall Longwood Health Center,2023/08/11 00:00:00+00,2023/07/21 16:19:03+00,2024/03/20 00:00:00+00,2024/03/28 00:00:00+00,122.55,19,0,Institutional,Nursing Home/Assisted Living,19,,,,0,,,0,83cbb1df-63b2-44c9-9d4f-430cf0ee0b85,PR-005862-2023,2023,Building addition that will contain an additional 19 Independent Living Apartments.,PR-005862-2023,Kendal Longwood Health Center,5212153.04599724,10126.7308778537
516,LD-07-23-17761,GVCC Residential Development,2023/08/23 00:00:00+00,2023/07/24 16:24:38+00,2024/12/11 00:00:00+00,2024/12/17 00:00:00+00,14.58,400,0,Residential,Apartment,400,,,,0,,,0,fdcd5ddb-82bf-44d9-b3ad-eb70be52f987,PR-004425-2016,2023,400 unit multifamily apartment community (including 170 age restricted units) within 3 multistory buildings.  Refer to SA-07-23-17763 for concurrent lot consolidation plan.,PR-004425-2016,GVCC Mixed Use Development,473266.121919978,3702.96284164027
517,LD-07-23-17762,715 Pike Springs Road,2023/08/11 00:00:00+00,2023/07/21 10:42:47+00,2025/05/21 00:00:00+00,2025/06/20 00:00:00+00,2.64,1,10032,Commercial,Child Daycare,1,,,,0,,,0,6f196f0c-3aaa-4ccf-91c0-5543afde4b9b,PR-005863-2023,2023,new 10032 sq ft daycare facility,PR-005863-2023,715 Pike Springs Road,116799.647329039,1664.51837033506
518,LD-07-24-18168,Culberston Village,2024/08/14 00:00:00+00,2024/08/02 11:21:13+00,2024/08/15 00:00:00+00,2024/09/25 00:00:00+00,4.735,3,32110,Institutional,Child Daycare,1,,Commercial,Office Building,2, , ,0,7676bf13-36ca-47e7-b34e-17847623d5ae,PR-006026-2024,2024,Amendment to Existing Approved Land Development Application.,PR-006026-2024,Culberston Village,206872.825757335,2021.21683921887
519,LD-07-24-18174,"Westtown AM West TIC, LLC",2024/08/21 00:00:00+00,2024/07/22 13:24:02+00,2025/02/18 00:00:00+00,2025/02/25 00:00:00+00,18.45,1,3294,Commercial,Bank,1,,,,0,,,0,c38785f7-6633-404f-950b-34aa2c2e1c0b,PR-006028-2024,2024,Proposed Bank with drive thru and other improvements,PR-006028-2024,Westtown AM West TIC LLC,805214.351025038,4166.93564818423
520,LD-07-24-18180,Taylor North East Overflow Storage Yard,2024/08/21 00:00:00+00,2024/08/19 14:29:44+00,2025/03/10 00:00:00+00,2025/03/13 00:00:00+00,6.75,1,0,Commercial,Parking Lot/Garage,1,overflow yard storage,,,0,,,0,dac1f1ce-08f8-4226-926b-a7b9a882f8b5,PR-006032-2024,2024,Taylor North East Overflow - Storage Yard (outdoor equipment storage area),PR-006032-2024,Taylor Northeast Overflow Storage Yard,277795.982166572,2117.80288660626
521,LD-07-24-18187,The Valley Creek Active Adult Community,2024/08/29 00:00:00+00,2024/08/05 13:40:07+00,2025/03/26 00:00:00+00,2025/09/29 00:00:00+00,100.5,317,0,Residential,Single Family Residential,96,,Residential,Townhouse,123,Residential,Twin,98,ae8a6f54-f09d-4bb0-ad5c-22a231cc28c6,PR-006034-2024,2024,Age-restricted active adult community.  Refer to SD-08-24-18191 for concurrent lot consolidation plan.,PR-006034-2024,Valley Creek Active Adult Community,4270199.15382859,9480.04056809399
522,LD-07-25-18590,Westtown School - Dining Hall Project,2025/08/01 00:00:00+00,2025/07/02 09:19:25+00,,,170.5,1,23600,Institutional,School,1,,,,0,,,0,33a2bc0d-1b19-41ce-9f23-d70421b467e3,PR-006213-2025,2025,"Construction of a new 23,600 SF dining hall building (to replace the dining hall located in the main building) and a two-way roadway extension connecting the new building to W School Lane. The new building will be serviced by the campus water system and public sewer.",PR-006213-2025,Westtown School - Dining Hall Project,6626561.9877758,10903.6617463681
523,LD-07-25-18596,188 Scotts La.,2025/08/27 00:00:00+00,2025/07/30 15:00:44+00,,,24.4,6,133500,Industrial,Addition to Existing,2,,Industrial,Warehouse,4,,,0,63e329f4-bf4f-462c-958a-4eb58be9205a,PR-006215-2025,2025,"4 bldgs = 99,000sf & 2 bldg additions = 34,500",PR-006215-2025,188 Scotts La.,1035840.47426171,4888.95029472486
524,LD-07-25-18597,The Dairy Barn and Residences at Benjamin Farms,2025/08/20 00:00:00+00,2025/07/21 16:01:48+00,,,3.1,56,0,Residential,Apartment,55,,Commercial,Restaurant,1,,,0,a24b1ed5-26ff-47d3-8594-1af4948a24de,PR-006216-2025,2025,"Construction of 55 apt units, and convert existing historic barn into an ice cream shop.",PR-006216-2025,The Dairy Barn and Residences at Benjamin Farms,133486.277087622,1712.71685240537
525,LD-07-25-18604,Exton Market Realty LLC,2025/08/27 00:00:00+00,2025/07/28 15:32:45+00,,,3,2,21748,Commercial,Retail,1,,Commercial,Restaurant,1,,,0,df2df966-ec3f-4525-b7db-a28b508bef78,PR-006218-2025,2025,"2 proposed COM buildings (retail & restaurant), 21,748 SF",PR-006218-2025,Exton Market Realty LLC,131698.966229586,1646.86875227133
526,LD-08-17-15041,Vanguard Malvern West Expansion,2017/08/30 00:00:00+00,2017/08/07 15:07:21+00,2018/03/14 00:00:00+00,2018/04/06 00:00:00+00,84.21,2,480000,Commercial,Office Building,2,,,,0,,,0,826293c2-70ca-469a-8ad2-95435891462a,PR-004618-2017,2017,"Two proposed office buildings and parking, in 2 phases",PR-004618-2017,Vanguard Malvern West Expansion,3585351.83654429,9417.55558241346
527,LD-08-17-15045,"Stoltzfus Trailer Sales, Inc.",2017/08/29 00:00:00+00,2017/08/10 00:00:00+00,2017/12/04 00:00:00+00,2017/12/05 00:00:00+00,2,1,13750,Commercial,,1,,,,0,,,0,4453b1ef-30b4-4073-83b1-1088d83d54c3,PR-004534-2017,2017,proposed building and parking,PR-004534-2017,Stoltzfus Trailer Sales,86823.3398489366,1209.2481449462
528,LD-08-17-15047,F. Brian Forcine,2017/09/06 00:00:00+00,2017/08/11 00:00:00+00,,,10.48,1,7500,Industrial,Warehouse,1,,,,0,,,0,23e76eb5-4247-43a3-b342-512bfe368df9,PR-004619-2017,2017,proposed building (sketch plan),PR-004619-2017,F. Brian Forcine,464568.549847022,3026.69944403372
529,LD-08-17-15048,Media Mennonite Church,2017/08/28 09:53:33+00,2017/08/11 00:00:00+00,2018/10/09 00:00:00+00,2018/11/29 00:00:00+00,24.86,1,28190,Institutional,Religious Organization,1,,,,0,,,0,d815b13c-3a08-4e86-ad36-332bf063b923,PR-004620-2017,2017,Proposed building and parking (existing house to remain),PR-004620-2017,Media Mennonite Church,1063443.83108551,4990.53412083469
530,LD-08-17-15049,Daleville Compressor Station,2017/09/01 00:00:00+00,2017/08/11 00:00:00+00,2017/10/24 00:00:00+00,2017/11/20 00:00:00+00,37,4,10010,Institutional,Utility,4,,,,0,,,0,1a88c91d-4dfc-4e59-b558-b80ecc4fe024,PR-004621-2017,2017,4 proposed buildings (no water or sewer),PR-004621-2017,Daleville Compressor Station,1313638.4244277,5408.96118948228
531,LD-08-17-15051,825 E. Lancaster Avenue,2017/09/06 00:00:00+00,2017/08/11 00:00:00+00,2018/08/15 00:00:00+00,2018/08/16 00:00:00+00,5.04,40,0,Residential,Townhouse,40,,,,0,,,0,cb14b1c1-16f1-4a7b-bef0-f8f15e7a159b,PR-004622-2017,2017,"Proposed: 40 townhouses, parking, and roads",PR-004622-2017,825 E. Lancaster Avenue,211770.40717215,2017.39787159983
532,LD-08-17-15053,NWCCMA Land Development,2017/09/11 00:00:00+00,2017/08/14 00:00:00+00,2017/09/13 00:00:00+00,2017/12/11 00:00:00+00,16.81,1,960,Commercial,Office Building,1,,,,0,,,0,21cce09a-195d-42a2-a3bb-4d3fe66598d8,PR-004623-2017,2017,Proposed:1 building and parking,PR-004623-2017,NWCCMA Land Development,675346.797725025,3516.483877999
533,LD-08-17-15068,Eagleview Lot 24,2017/09/15 00:00:00+00,2017/08/23 00:00:00+00,2020/02/10 00:00:00+00,2020/03/03 00:00:00+00,22.32,289,0,Residential,Apartment,84,Assisted Living,Residential,Apartment,205,,,0,784965f4-d762-48ac-b86e-4b19c8e891e6,PR-004628-2017,2017,289 unit planned life care facility (84 assisted living units and 117 independent living units),PR-004628-2017,Eagleview Lot 24,960188.843127358,5812.05787263763
534,LD-08-17-15072,"Renehan Realty, LLC",2017/09/14 00:00:00+00,2017/08/28 14:52:28+00,2019/10/02 00:00:00+00,2019/10/08 00:00:00+00,0.35,1,0,Commercial,Parking Lot/Garage,1,,,,0,,,0,aecb8962-da15-41a1-9fc6-aba50b0f9c3d,PR-004630-2017,2017,proposed parking,PR-004630-2017,"Renehan Realty, LLC",13990.6539425112,485.218517495722
535,LD-08-17-15077,Bawa Fellowship,2017/09/22 00:00:00+00,2017/08/30 00:00:00+00,,,108.38,3,28290,Institutional,Religious Organization,3,,,,0,,,0,fa32aeb5-d680-4f0e-8f00-834a28d01b06,PR-004633-2017,2017,"3 proposed buildings (church and 2 garages), a road and parking",PR-004633-2017,Bawa Fellowship,4441706.38241914,12943.2561514012
536,LD-08-18-15534,Exton Elementary School Expansion,2018/08/23 00:00:00+00,2018/08/03 00:00:00+00,2018/09/12 00:00:00+00,2018/11/07 00:00:00+00,16.5,1,7885,Institutional,Addition to Existing,1,,,,0,,,0,8f077efb-2a00-468a-8abd-d9584a3a3544,PR-004878-2018,2018,Proposed building addition,PR-004878-2018,Exton Elementary School Expansion,537950.721429576,3047.23459865785
537,LD-08-18-15538,476 Chesterville Road,2018/08/24 11:08:57+00,2018/08/07 11:37:41+00,2018/09/06 00:00:00+00,2018/12/13 00:00:00+00,19.36,1,0,Residential,Single Family Residential,1,,,,0,,,0,c20d2b53-9c7b-4ca6-af78-944f04fe176a,PR-004882-2018,2018,Proposed dwelling on existing parcel,PR-004882-2018,476 Chesterville Road,817729.111626455,3729.95474256707
538,LD-08-18-15547,The Meadows,2018/08/28 00:00:00+00,2018/08/13 00:00:00+00,,,21.85,1,31198,Commercial,Office Building,1,,,,0,,,0,c3ef6603-f9be-4bf1-ad57-1ec953aac0e3,PR-004883-2018,2018,Proposed building and parking,PR-004883-2018,The Meadows,915612.253205139,4176.08202918409
539,LD-08-18-15548,"Proposed Performing Arts Center, Collegium Charter School",2018/08/24 00:00:00+00,2018/08/13 00:00:00+00,2018/12/12 00:00:00+00,2019/12/02 00:00:00+00,6.32,1,18018,Institutional,Addition to Existing,1,,,,0,,,0,36fd8be4-af82-40fe-8c8f-6946c5760b08,PR-004884-2018,2018,Proposed building addition (school) and parking,PR-004884-2018,Collegium Charter School,267613.720285408,2126.61253912348
540,LD-08-18-15557,"1720 W. Chester Pike, L.P.",2018/09/13 00:00:00+00,2018/08/17 00:00:00+00,2020/07/27 00:00:00+00,2020/07/29 00:00:00+00,23.87,39,0,Residential,Townhouse,39,,,,0,,,0,6170f191-8f28-483f-9929-50d3b3e6cd3e,PR-004889-2018,2018,"39 Townhouses, roads, parking and open space",PR-004889-2018,"1720 W. Chester Pike, L.P.",1035855.59930099,5171.18358470815
541,LD-08-18-15558,Premier Motor Group,2018/08/24 13:33:27+00,2018/08/20 13:22:46+00,2019/03/06 00:00:00+00,2019/04/17 00:00:00+00,1.69,1,0,Commercial,Parking Lot/Garage,1,,,,0,,,0,d56c64ac-d82d-46fc-ba95-1993f57126ac,PR-004890-2018,2018,Proposed parking lot for car dealer,PR-004890-2018,Premier Motor Group,48838.6986282824,1106.37692254631
542,LD-08-18-15562,DE Storage Avondale,2018/09/06 13:43:43+00,2018/08/21 11:31:08+00,2019/05/20 00:00:00+00,2019/12/18 00:00:00+00,10.37,5,64400,Commercial,Unique,4,,Commercial,Office Building,1,,,0,98c42842-abee-4c7d-b7cb-af8d1300576a,PR-004893-2018,2018,5 proposed buildings (4 self-storage & 1 office) and parking,PR-004893-2018,DE Storage Avondale,429223.112139966,2633.64378211197
543,LD-08-18-15566,French Creek West Development,2018/09/18 00:00:00+00,2018/08/23 00:00:00+00,2021/09/08 00:00:00+00,2021/09/16 00:00:00+00,63.58,550,0,Residential,Townhouse,310,,Residential,Apartment,240,,,0,71476338-8118-44d4-abcf-ff202296bafb,PR-004770-2018,2018,"310 THS, 240 APT, roads, parking and open space",PR-004770-2018,French Creek West,2313043.99995667,17757.4265439953
544,LD-08-18-15571,Tague Lumber,2018/09/24 00:00:00+00,2018/08/30 00:00:00+00,2024/01/16 00:00:00+00,2024/01/30 00:00:00+00,9.03,1,4100,Industrial,Retail,1,,,,0,,,0,56c2180b-89c2-4443-ac1c-c6f62cc0bfd6,PR-004895-2018,2018,one proposed building and lumber racks,PR-004895-2018,Tague Lumber,442949.281581388,7931.66446664809
545,LD-08-18-15572,Smith Property,2018/09/17 14:19:02+00,2018/08/30 00:00:00+00,,,21.24,75,0,Residential,Single Family Residential,75,footprint lots,,,0,,,0,5f03c0fb-7a01-47c7-8b06-335725473f57,PR-004842-2018,2018,"75 SFR (footprint lots), roads and parking on 3 parcels",PR-004842-2018,Smith Property,943655.955420406,4464.1015180792
546,LD-08-19-16020,"Golden Lion Tamarin, LLC",2019/08/21 14:01:50+00,2019/08/05 00:00:00+00,,,1.67,4,0,Residential,Townhouse,4,, , ,0,,,0,23525344-6e3d-49dc-8af6-184b5768ee9a,PR-005113-2019,2019,4 Townhouses proposed,PR-005113-2019,"Golden Lion Tamarin, LLC",68679.3065284838,1100.18011576637
547,LD-08-19-16022,Lofts at State Street,2019/09/03 10:09:38+00,2019/08/05 00:00:00+00,2021/09/17 00:00:00+00,2021/09/22 00:00:00+00,2.35,187,0,Residential,Apartment,187,,,,0,,,0,ba466d48-3dce-48ba-bb11-fe63e696174f,PR-005114-2019,2019,187 Apartments proposed in 4 buildings and parking,PR-005114-2019,Lofts at State Street,103509.061458416,2337.57504779597
548,LD-08-19-16026,Westrum Phoenixville Luxor ,2019/09/11 10:26:27+00,2019/08/12 00:00:00+00,2020/09/11 00:00:00+00,2020/09/14 00:00:00+00,4.09,204,0,Residential,Apartment,204,,,,0,,,0,485f5477-d4ab-4b2a-80f6-e03fe4882d8b,PR-005116-2019,2019,204 Apartments and parking proposed,PR-005116-2019,Westrum Phoenixville Luxor ,178599.149103467,1865.63988776627
549,LD-08-19-16044,Boot Road North Park,2019/09/16 00:00:00+00,2019/08/29 11:16:39+00,2019/11/26 00:00:00+00,2020/02/26 00:00:00+00,31.59,1,0,Institutional,Park,1,,,,0,,,0,b4506cba-d470-4fcc-8fc4-7114e2add0d1,PR-005124-2019,2019,"Park with two baseball fields, pavilion, sidewalks, restrooms and parking",PR-005124-2019,Boot Road North Park,1172532.95459636,5759.10158809091
550,LD-08-20-16428,Former Ruth S. Coldiron Subdivision,2020/08/07 00:00:00+00,2020/07/30 00:00:00+00,2020/10/19 00:00:00+00,2020/11/09 00:00:00+00,2.37,6,0,Residential,Single Family Residential,6,,,,0,,,0,382166f7-36e9-424a-b1f7-b94265649ff3,PR-005299-2020,2020,"6 lots to 6 lots, SFR",PR-005299-2020,Former Ruth S. Coldiron Subdivision,97477.5770614005,1401.99426979753
551,LD-08-20-16429,Daniel K. Fisher,2020/08/17 00:00:00+00,2020/08/03 00:00:00+00,2020/09/09 00:00:00+00,2020/11/10 00:00:00+00,10.4,1,5000,Industrial,Unique,1,,,,0,,,0,0077cc42-c256-4aca-830f-a197306b7362,PR-005300-2020,2020,"proposed 5,000 SF building with parking",PR-005300-2020,Daniel K. Fisher,883332.174480221,4256.71139684503
552,LD-08-20-16431,"Berwyn Square, 578 Lancaster Avenue, 4 Midland Avenue, 5 Woodside Avenue",2020/09/04 00:00:00+00,2020/08/07 11:30:00+00,,,1.61,116,0,Residential,Apartment,116,,,,0,,,0,a255578b-8bbe-4d3c-971f-8e5c1409fc51,PR-005301-2020,2020,proposed 116 apts,PR-005301-2020,"578 Lancaster Ave, 4 Midland Ave, 5 Woodside Ave",71804.1036749378,1723.00034908335
553,LD-08-20-16436,Student Union Building and Tennis Courts,2020/09/03 00:00:00+00,2020/08/10 00:00:00+00,2021/06/10 00:00:00+00,2021/06/17 00:00:00+00,45.8,1,16742,Institutional,School,1,,,,0,,,0,52a9e020-d05d-4c2b-8aec-d274b18009ec,PR-005303-2020,2020,"Villa Maria Academy - proposed 16,742 square foot  Student Union building, and relocate 5 tennis courts",PR-005303-2020,Student Union Building,1870240.69774945,7138.80049291597
554,LD-08-20-16442,BAW Group - 252 Morgan Street,2020/09/01 15:54:37+00,2020/08/12 13:08:21+00,,,1.05,18,0,Residential,Apartment,18,,,,0,,,0,6f2a765e-d8ed-4353-a057-b9002f7b3679,PR-005304-2020,2020,"proposed 2 buildings, 18 apartment units with 59 parking spaces",PR-005304-2020,BAW Group - 252 Morgan Street,45492.5152623362,853.05193624404
555,LD-08-20-16447,514 Lapp Road,2020/09/18 00:00:00+00,2020/08/19 11:37:48+00,2021/01/13 00:00:00+00,2021/07/22 00:00:00+00,2.73,1,11150,Industrial,Warehouse,1,,,,0,,,0,f373154e-0b26-436d-9e77-60228325b465,PR-005305-2020,2020,"proposed 11,150 SF Ind bldg.",PR-005305-2020,514 Lapp Road,115654.778520692,1439.34315413502
556,LD-08-20-16450,Phoenixville Fire Station,2020/09/16 00:00:00+00,2020/08/21 00:00:00+00,2021/07/14 00:00:00+00,2021/07/16 00:00:00+00,7.2,1,22760,Institutional,Emergency Services,1,,,,0,,,0,2c6e6088-da75-4685-a833-028642e6872f,PR-005306-2020,2020,"proposed 22,760 SF Fire Station",PR-005306-2020,Phoenixville Fire Station,238409.435281494,5757.43201300242
557,LD-08-21-16842,Jaguar Land Rover West Chester,2021/09/01 10:41:21+00,2021/08/02 12:35:17+00,2021/09/14 00:00:00+00,2021/11/15 00:00:00+00,4.292,1,21341,Commercial,Retail,1,Car Dealership,,,0,,,0,f2392d91-4aa5-42c8-bbfc-5dd296bab0bc,PR-005473-2021,2021,"proposed 21,341 SF retail - car dealership",PR-005473-2021,Jaguar Land Rover West Chester,201718.885086371,2035.45896821933
558,LD-08-21-16852,"Armstrong Engineering Associates, Inc. Facilities Addition",2021/09/03 00:00:00+00,2021/08/09 09:30:28+00,2022/02/09 00:00:00+00,2022/08/16 00:00:00+00,28.912,1,11040,Industrial,Addition to Existing,1,,,,0,,,0,8cce3525-b487-40ae-94be-02a9718ffdf9,PR-005475-2021,2021,"Proposed 11,040 S.F. building expansion",PR-005475-2021,"Armstrong Engineering Associates, Inc.",1262634.76716073,5804.56796030523
559,LD-08-21-16853,Daniel's Way,2021/08/25 00:00:00+00,2021/08/05 11:10:51+00,,,2,12,0,Residential,Townhouse,12,,,,0,,,0,96058ec9-6344-44a4-8a0d-d859d05e207f,PR-005476-2021,2021,Daniel's Way  - 23 New Townhomes previously sub-divided,PR-005476-2021,Daniels Way,63453.796525247,1598.51390014823
560,LD-08-21-16855,"Stanberry West Goshen, LLC",2021/09/03 12:49:50+00,2021/08/13 00:00:00+00,2022/06/21 00:00:00+00,2022/08/04 00:00:00+00,16.98,3,26396,Commercial,Retail,2,,Commercial,Restaurant,1,,,0,b9eac90f-93b6-4225-96ff-a0d2a21a2aa8,PR-005428-2021,2021,"3 commercial buildings totaling 26,396 SF",PR-005428-2021,"Stanberry West Goshen, LLC",695874.864772,4810.810430756
561,LD-08-21-16857,Trestle View Village,2021/08/25 00:00:00+00,2021/08/06 15:52:35+00,2024/08/19 00:00:00+00,2024/08/29 00:00:00+00,5.52,66,0,Residential,Townhouse,65,,Residential,Single Family Residential,1,,,0,16506eaf-8f47-40ab-99f3-49bb43d9f058,PR-005477-2021,2021,65 Townhouses and 1 SFR proposed,PR-005477-2021,Trestle View Village,249208.512545268,2590.27295005344
562,LD-08-21-16860,Nuri Heckrotte,2021/09/07 11:27:35+00,2021/08/05 12:44:40+00,,,4.2,1,0,Commercial,Unique,1,,,,0,,,0,cd5fc76d-b7cc-4671-b50e-b8e4c1e99542,PR-005491-2021,2021,parking lot improvements,PR-005491-2021,Nuri Hickrotte,177232.519464789,1823.66428473495
563,LD-08-21-16869,140 Dawson Road for Deckman Motor and Pump,2021/10/08 10:53:02+00,2021/10/08 15:27:56+00,2024/05/01 00:00:00+00,2024/05/07 00:00:00+00,2,1,5880,Commercial,Office Building,1,,,,0,,,0,81c4b1d2-fa42-4a88-a369-ca4ffd531041,PR-005486-2021,2021,proposed 5880 S.F. building,PR-005486-2021,140 DAWSON ROAD FOR DECKMAN MOTOR AND PUMP,90314.1219467456,1597.80427515163
564,LD-08-21-16871,Eagle Systems Medical Marijuana Dispensary,2021/09/17 14:00:54+00,2021/09/03 08:58:03+00,2022/02/16 00:00:00+00,2022/02/17 00:00:00+00,0.77,1,4200,Commercial,Medical Building,1,Medical Marijuana Dispensary, ,,0,,,0,e3cd735d-3ed8-4aec-a92e-5b24d3eb700b,PR-005482-2021,2021,"4,200 S.F. Medical Marijuana Dipsensary w/19 parking spaces",PR-005482-2021,Eagle Systems,34495.8077450955,880.115683301732
565,LD-08-21-16876,"Berwyn Square Mixed-Use Building, 578 Lancaster Avenue, 4 Midland Avenue, 5 Woodside Avenue",2021/09/24 09:32:26+00,2021/08/26 16:32:27+00,,,1.61,109,4145,Residential,Apartment,107,,Commercial,Retail,2,,,0,6c5f5e1c-10d8-4189-b144-3485ce41d5b0,PR-005301-2020,2021,"The Applicant proposes to consolidate three existing lots and redevelop the consolidated lot with a 129,000 Sq. Ft. multi-story mixed use building consisting of 107 multi-family units and 2 commercial units.",PR-005301-2020,"578 Lancaster Ave, 4 Midland Ave, 5 Woodside Ave",71804.1036749378,1723.00034908335
